0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	
0	0	0	45	0	0	0	0	0	0	67	0	0	0	34	9	
0	0	0	18	0	5	0	0	0	0	0	0	0	0	22	0	
0	0	0	17	0	20	0	0	8	0	0	5	0	0	14	0	
0	0	0	19	0	19	0	0	6	0	0	6	0	0	11	0	
0	0	0	11	0	25	0	0	10	9	0	1	0	0	0	0	
0	0	0	0	0	37	0	0	35	51	0	7	0	0	0	0	
0	0	0	0	0	38	0	0	73	69	0	6	0	0	0	54	
0	0	0	0	0	32	0	0	81	47	26	0	0	0	0	75	
0	0	0	0	22	0	0	0	49	0	0	0	0	22	0	24	

0	0	0	110	0	0	0	0	0	0	31	0	0	0	0	0	
0	0	0	0	0	12	0	0	44	22	0	15	0	0	0	11	
0	0	0	59	0	0	0	0	0	24	34	36	0	0	0	0	
0	0	0	82	0	0	0	0	0	13	70	5	0	0	3	0	
0	0	0	43	0	0	0	0	0	1	48	0	0	0	29	0	
0	0	0	17	0	18	0	0	7	0	0	0	0	0	19	0	
0	0	0	9	0	25	0	0	16	5	0	0	0	0	13	0	
0	0	0	0	0	33	0	0	29	36	0	14	0	0	0	0	
0	0	0	0	0	33	0	0	67	75	0	9	0	0	0	21	
0	0	0	0	32	30	0	0	92	51	8	0	0	0	0	83	
0	0	0	0	0	36	0	0	50	17	19	0	0	0	0	55	
0	0	0	0	0	0	0	0	42	2	0	0	0	26	0	6	

0	0	0	105	0	0	0	0	0	0	29	0	0	0	0	0	
0	0	0	0	0	20	0	0	54	18	0	6	0	0	7	9	
0	0	0	38	0	0	0	0	0	15	14	29	0	0	0	0	
0	0	0	84	0	0	0	0	0	20	52	37	0	0	0	2	
0	0	0	78	0	0	0	0	0	1	77	0	0	0	16	2	
0	0	0	22	0	3	0	0	0	6	30	0	0	0	24	3	
0	0	0	12	0	26	0	0	14	6	0	1	0	0	4	0	
0	0	0	0	0	62	0	0	63	53	0	12	0	0	0	10	
0	0	0	0	0	29	0	0	76	51	0	23	0	0	0	69	
0	0	0	0	53	0	0	0	71	2	27	0	0	0	15	54	
0	0	0	0	0	44	0	0	55	16	4	0	0	0	0	42	
0	0	0	0	0	1	0	0	19	6	0	0	0	14	0	5	

0	0	0	102	0	0	0	0	0	0	30	0	0	0	0	0	
0	0	0	0	0	24	0	0	59	20	0	0	0	0	12	13	
0	0	0	15	0	6	0	0	5	6	5	8	0	0	7	1	
0	0	0	72	0	0	0	0	0	0	22	25	0	0	0	0	
0	0	0	95	0	0	0	0	0	0	44	15	0	0	0	0	
0	0	0	45	0	0	0	0	0	0	37	0	0	0	22	0	
0	0	0	12	0	25	0	0	23	15	4	0	0	0	0	3	
0	0	0	0	0	68	0	0	64	40	0	0	0	0	0	21	
0	0	0	0	24	15	0	0	100	30	0	13	0	0	0	56	
0	0	0	0	12	1	0	0	52	0	5	0	0	0	17	21	
0	0	0	5	0	42	0	0	38	21	0	0	0	0	0	20	
0	0	0	0	0	4	0	0	17	5	0	0	0	15	0	0	

0	0	0	101	0	0	0	0	0	0	35	0	0	0	0	0	
0	0	0	0	0	24	0	0	56	17	0	0	0	0	19	18	
0	0	0	13	0	7	0	0	7	2	0	7	0	0	7	0	
0	0	0	55	0	0	0	0	0	0	11	17	0	0	0	0	
0	0	0	96	0	0	0	0	0	0	32	10	0	0	0	0	
0	0	0	58	0	0	0	0	0	0	27	0	0	0	11	0	
0	0	0	13	0	29	0	0	19	20	9	0	0	0	0	2	
0	0	0	0	0	61	0	0	59	38	0	0	0	0	0	13	
0	0	0	0	33	12	0	0	108	31	0	0	0	0	0	35	
0	0	0	0	0	22	0	0	46	4	0	0	0	0	11	11	
0	0	0	10	0	54	0	0	25	29	0	0	0	0	0	21	
0	0	0	0	0	3	0	0	17	6	0	0	0	14	0	0	

0	0	0	97	0	0	0	0	0	0	36	0	0	0	0	0	
0	0	0	0	0	18	0	0	48	16	0	0	0	0	15	13	
0	0	0	11	0	10	0	0	7	5	0	3	0	0	7	0	
0	0	0	44	0	0	0	0	0	3	9	16	0	0	0	0	
0	0	0	75	0	0	0	0	0	12	43	12	0	0	0	0	
0	0	0	44	0	0	0	0	0	30	61	0	0	0	0	0	
0	0	0	0	0	13	0	0	4	64	34	0	0	0	0	0	
0	0	0	0	0	48	0	0	50	74	0	0	0	0	0	1	
0	0	0	0	43	10	0	0	94	43	0	0	0	0	0	29	
0	0	0	0	0	25	0	0	49	11	0	0	0	0	8	8	
0	0	0	13	0	53	0	0	23	32	0	0	0	0	0	21	
0	0	0	0	0	2	0	0	18	8	0	0	0	8	0	2	

0	0	0	93	0	0	0	0	0	0	50	0	0	0	0	0	
0	0	0	0	0	8	0	0	32	35	0	0	0	0	5	2	
0	0	0	9	0	12	0	0	1	11	0	0	0	0	11	0	
0	0	0	29	0	0	0	0	0	11	1	14	0	0	0	0	
0	0	0	67	0	0	0	0	0	24	23	46	0	0	0	0	
0	0	0	46	0	0	0	0	0	60	60	39	0	0	0	0	
0	0	0	5	0	0	0	0	16	79	63	0	0	0	0	45	
0	0	0	0	0	25	0	0	34	47	37	0	0	0	0	84	
0	0	0	0	67	0	0	0	60	0	6	0	0	0	0	68	
0	0	0	0	0	23	0	0	27	0	0	0	0	0	3	21	
0	0	0	16	0	56	0	0	18	20	0	0	0	0	0	25	
0	0	0	0	0	5	0	0	17	2	0	4	0	18	0	1	

0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	18	0	0	0	0	0	7	0	0	0	40	
0	0	0	24	0	25	0	0	0	0	0	0	0	0	7	17	
0	0	0	28	0	36	0	0	0	0	0	12	0	0	6	0	
0	0	0	31	0	42	0	0	0	0	0	53	0	0	0	13	
0	0	0	35	0	30	0	0	0	0	0	72	0	0	0	50	
0	0	0	21	0	4	0	0	0	0	4	76	0	0	0	80	
0	0	0	0	0	0	0	0	0	0	18	65	0	0	0	81	
0	0	0	0	3	0	0	0	4	0	0	48	0	0	5	24	
0	0	0	0	0	0	0	0	15	0	0	21	0	0	0	0	
0	0	0	9	0	76	0	0	0	0	0	0	0	0	0	5	
0	0	0	0	0	21	0	0	4	0	0	27	0	79	0	0	

0	0	0	81	0	0	0	31	0	0	8	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	21	0	0	0	11	0	0	0	0	0	0	
0	0	0	0	0	17	0	0	4	18	0	0	0	0	0	0	
0	0	0	0	0	12	0	0	0	21	0	0	0	0	0	0	
0	0	0	0	0	10	0	0	0	24	0	0	0	0	0	0	
0	0	0	0	0	9	0	0	0	28	0	0	0	0	0	0	
0	0	0	0	0	7	0	0	0	34	0	0	0	0	0	0	
0	0	0	0	0	63	0	0	26	83	0	0	0	0	0	0	
0	0	0	0	0	23	0	0	0	42	0	0	0	0	0	0	

0	0	0	89	0	0	0	0	0	0	83	0	0	0	0	0	
0	0	0	0	0	0	0	0	26	119	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	117	15	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	140	46	0	0	0	0	0	
0	0	0	0	0	0	0	0	17	143	47	0	0	0	0	0	
0	0	0	0	0	1	0	0	21	138	37	0	0	0	0	0	
0	0	0	0	0	0	0	0	11	134	37	0	0	0	0	0	
0	0	0	0	0	0	0	0	6	133	41	0	0	0	0	0	
0	0	0	0	0	0	0	0	8	133	39	0	0	0	0	0	
0	0	0	0	0	0	0	0	4	129	38	0	0	0	0	0	
0	0	0	0	0	62	0	0	43	157	16	0	0	0	0	37	
0	0	0	0	61	0	0	0	0	88	1	0	0	0	0	56	

45	0	0	79	0	0	128	0	0	92	152	94	0	0	0	0	
91	0	0	0	15	0	32	0	50	116	184	0	0	0	0	130	
97	0	0	0	0	0	47	0	31	111	177	0	0	0	0	127	
108	0	0	0	0	0	52	0	19	110	190	6	0	0	0	134	
118	0	0	0	6	0	59	0	32	106	201	6	0	0	0	138	
115	0	0	0	9	0	57	0	40	103	196	0	0	0	0	137	
107	0	0	0	4	0	53	0	38	101	185	0	0	0	0	132	
102	0	0	0	0	0	54	0	30	98	179	0	0	0	0	128	
103	0	0	0	0	0	57	0	27	94	178	0	0	0	0	126	
104	0	0	0	1	0	59	0	29	90	177	0	0	0	0	125	
91	0	0	0	0	0	101	0	22	87	170	0	0	0	0	167	
144	0	0	0	121	0	40	0	0	0	172	0	0	0	0	55	

